DATE,M2,Change,% Change,Annualised change
4/2/2018,13978.8,8.5,0.061%,3.164%
4/9/2018,13972.1,-6.7,-0.048%,-2.492%
4/16/2018,13978.2,6.1,0.044%,2.270%
4/23/2018,14004.1,25.9,0.185%,9.635%
4/30/2018,14005.3,1.2,0.009%,0.446%
5/7/2018,14016.8,11.5,0.082%,4.270%
5/14/2018,14039.4,22.6,0.161%,8.384%
5/21/2018,14061.4,22,0.157%,8.148%
5/28/2018,14085.1,23.7,0.169%,8.764%
6/4/2018,14093.7,8.6,0.061%,3.175%
6/11/2018,14105.2,11.5,0.082%,4.243%
6/18/2018,14122.2,17,0.121%,6.267%
6/25/2018,14131.8,9.6,0.068%,3.535%
7/2/2018,14142,10.2,0.072%,3.753%
7/9/2018,14137.8,-4.2,-0.030%,-1.544%
7/16/2018,14158.1,20.3,0.144%,7.467%
7/23/2018,14160.3,2.2,0.016%,0.808%
7/30/2018,14158.6,-1.7,-0.012%,-0.624%
8/6/2018,14155.5,-3.1,-0.022%,-1.139%
8/13/2018,14182.3,26.8,0.189%,9.845%
8/20/2018,14198.8,16.5,0.116%,6.050%
8/27/2018,14227.7,28.9,0.204%,10.584%
9/3/2018,14228.2,0.5,0.004%,0.183%
9/10/2018,14207.7,-20.5,-0.144%,-7.492%
9/17/2018,14227,19.3,0.136%,7.064%
9/24/2018,14235.8,8.8,0.062%,3.216%
10/1/2018,14246,10.2,0.072%,3.726%
10/8/2018,14217.1,-28.9,-0.203%,-10.549%
10/15/2018,14232,14.9,0.105%,5.450%
10/22/2018,14246.3,14.3,0.100%,5.225%
10/29/2018,14248,1.7,0.012%,0.621%
11/5/2018,14223.6,-24.4,-0.171%,-8.905%
11/12/2018,14220.2,-3.4,-0.024%,-1.243%
11/19/2018,14242.6,22.4,0.158%,8.191%
11/26/2018,14256.8,14.2,0.100%,5.184%
12/3/2018,14301.7,44.9,0.315%,16.377%
12/10/2018,14319.3,17.6,0.123%,6.399%
12/17/2018,14313.1,-6.2,-0.043%,-2.252%
12/24/2018,14383.2,70.1,0.490%,25.468%
12/31/2018,14412.9,29.7,0.206%,10.738%
1/7/2019,14407.7,-5.2,-0.036%,-1.876%
1/14/2019,14419.1,11.4,0.079%,4.114%
1/21/2019,14429.8,10.7,0.074%,3.859%
1/28/2019,14472.1,42.3,0.293%,15.243%
2/4/2019,14457.6,-14.5,-0.100%,-5.210%
2/11/2019,14462.4,4.8,0.033%,1.726%
2/18/2019,14453,-9.4,-0.065%,-3.380%
2/25/2019,14471.3,18.3,0.127%,6.584%
3/4/2019,14487.5,16.2,0.112%,5.821%
3/11/2019,14499.7,12.2,0.084%,4.379%
3/18/2019,14496.4,-3.3,-0.023%,-1.183%
3/25/2019,14520.7,24.3,0.168%,8.717%
4/1/2019,14549.7,29,0.200%,10.385%
4/8/2019,14542.4,-7.3,-0.050%,-2.609%
4/15/2019,14553.8,11.4,0.078%,4.076%
4/22/2019,14544.4,-9.4,-0.065%,-3.359%
4/29/2019,14588.9,44.5,0.306%,15.910%
5/6/2019,14604.9,16,0.110%,5.703%
5/13/2019,14612.9,8,0.055%,2.848%
5/20/2019,14654,41.1,0.281%,14.625%
5/27/2019,14696.7,42.7,0.291%,15.152%
6/3/2019,14727,30.3,0.206%,10.721%
6/10/2019,14752.3,25.3,0.172%,8.933%
6/17/2019,14778.9,26.6,0.180%,9.376%
6/24/2019,14798.1,19.2,0.130%,6.756%
7/1/2019,14831.9,33.8,0.228%,11.877%
7/8/2019,14833.8,1.9,0.013%,0.666%
7/15/2019,14829,-4.8,-0.032%,-1.683%
7/22/2019,14869.4,40.4,0.272%,14.167%
7/29/2019,14903.6,34.2,0.230%,11.960%
8/5/2019,14920.7,17.1,0.115%,5.966%
8/12/2019,14921.5,0.8,0.005%,0.279%
8/19/2019,14921.4,-0.1,-0.001%,-0.035%
8/26/2019,14938.2,16.8,0.113%,5.855%
9/2/2019,14972.6,34.4,0.230%,11.975%
9/9/2019,14981.1,8.5,0.057%,2.952%
9/16/2019,14992.5,11.4,0.076%,3.957%
9/23/2019,15045.7,53.2,0.355%,18.452%
9/30/2019,15086.4,40.7,0.271%,14.066%
10/7/2019,15110.5,24.1,0.160%,8.307%
10/14/2019,15116.9,6.4,0.042%,2.202%
10/21/2019,15155.9,39,0.258%,13.415%
10/28/2019,15189.1,33.2,0.219%,11.391%
11/4/2019,15212.9,23.8,0.157%,8.148%
11/11/2019,15219.8,6.9,0.045%,2.359%
11/18/2019,15251.5,31.7,0.208%,10.831%
11/25/2019,15282.4,30.9,0.203%,10.535%
12/2/2019,15281.1,-1.3,-0.009%,-0.442%
12/9/2019,15261.7,-19.4,-0.127%,-6.602%
12/16/2019,15316.1,54.4,0.356%,18.535%
12/23/2019,15326.1,10,0.065%,3.395%
12/30/2019,15333.5,7.4,0.048%,2.511%
1/6/2020,15337.7,4.2,0.027%,1.424%
1/13/2020,15371.5,33.8,0.220%,11.459%
1/20/2020,15423.3,51.8,0.337%,17.523%
1/27/2020,15445.4,22.1,0.143%,7.451%
2/3/2020,15428.3,-17.1,-0.111%,-5.757%
2/10/2020,15432.5,4.2,0.027%,1.416%
2/17/2020,15443,10.5,0.068%,3.538%
2/24/2020,15434.2,-8.8,-0.057%,-2.963%
3/2/2020,15512.9,78.7,0.510%,26.515%
3/9/2020,15567.4,54.5,0.351%,18.269%
3/16/2020,15726,158.6,1.019%,52.977%
3/23/2020,16151.4,425.4,2.705%,140.664%
3/30/2020,16533.5,382.1,2.366%,123.018%
4/6/2020,16596.3,62.8,0.380%,19.751%
4/13/2020,16716.4,120.1,0.724%,37.630%
4/20/2020,17076.6,360.2,2.155%,112.048%
4/27/2020,17406.6,330,1.932%,100.488%
5/4/2020,17600.2,193.6,1.112%,57.836%
5/11/2020,17819.5,219.3,1.246%,64.792%
5/18/2020,17909.8,90.3,0.507%,26.351%
5/25/2020,17938.7,28.9,0.161%,8.391%
6/1/2020,17973.5,34.8,0.194%,10.088%
6/8/2020,18062.9,89.4,0.497%,25.865%
6/15/2020,18139.1,76.2,0.422%,21.937%
6/22/2020,18237.5,98.4,0.542%,28.209%
6/29/2020,18233.6,-3.9,-0.021%,-1.112%
7/6/2020,18325.9,92.3,0.506%,26.323%
7/13/2020,18388.4,62.5,0.341%,17.734%
7/20/2020,18318.2,-70.2,-0.382%,-19.852%
